"","x"
"1",0.0294983244085855
"2",0.0179460673709728
"3",0.0257792826166184
"4",0.0407539147529438
"5",0.0443028222236665
"6",0.0508023385740582
"7",0.0865507715478728
"8",0.0610058505941444
"9",0.0404553653600221
"10",0.038875898813703
"11",0.0342012694492835
"12",0.0416433827358382
"13",0.04665169550946
"14",0.0259128267070489
"15",0.0376585564967606
"16",0.0341760817055135
"17",0.0179963141399242
"18",0.0141090092030822
"19",0.058711376039093
"20",0.0414413913898168
"21",0.0341420924038655
"22",0.0200148620594518
"23",0.0339564675140941
"24",0.0197643698306822
"25",0.0143285084297015
"26",0.0376099335923019
"27",0.0471869210538266
"28",0.0313821621521589
"29",0.0168255055640214
"30",0.0172932970350947
"31",0.0404012361842896
"32",0.0492150112464904
"33",0.0383051821002991
"34",0.0708862373613442
"35",0.0150492943348618
"36",0.0167880511882107
"37",0.0575955604266686
"38",0.01429268682708
"39",0.0206812189664054
"40",0.0308608229274055
"41",0.0303243308671817
"42",0.0396277591809674
"43",0.0136746823926716
"44",0.0384701908551702
"45",0.0611990096884561
"46",0.0127992571539265
"47",0.0383666297840896
"48",0.0235860927016294
"49",0.0250872355150266
"50",0.0950887659422428
"51",0.0254983167596921
"52",0.0233668983109519
"53",0.0148630430770656
"54",0.0107587303856891
"55",0.0308798510588356
"56",0.0254255953774918
"57",0.0191927176007667
"58",0.0280020645688342
"59",0.0278875092520465
"60",0.0216480948776458
"61",0.0157079788287102
"62",0.0189899459838641
"63",0.0473648332075281
"64",0.034834740164724
"65",0.0201949221294086
"66",0.0272036956175077
"67",0.0605817608934885
"68",0.0131277721607522
"69",0.00735379592687294
"70",0.0266799333373479
"71",0.0482355981484591
"72",0.0300330940474731
"73",0.0369555119445896
"74",0.0377024473594203
"75",0.0371168177822849
"76",0.0252850764318419
"77",0.0270492964182067
"78",0.0378568873088717
"79",0.0140767663445486
"80",0.0590192081628643
"81",0.0512463344481325
"82",0.0494675230444874
"83",0.0382633528732447
"84",0.0293577609023787
"85",0.0338412659392078
"86",0.0300180685609198
"87",0.0256299183983469
"88",0.0639809603636398
"89",0.0561545328758424
"90",0.26021515795063
"91",0.038731109989201
"92",0.031020174975811
"93",0.0308103992658228
"94",0.0571459156852542
"95",0.0341194846537259
"96",0.0339564675140941
"97",0.0433591086759795
"98",0.020705799848125
"99",0.0254215077294098
"100",0.028070196928491
"101",0.0326979609313769
"102",0.0286623900243568
"103",0.0398313457483466
"104",0.0170567658808524
"105",0.0243668562842477
"106",0.0303243308671817
"107",0.0131277721607522
"108",0.0197268799129884
"109",0.0242695413468074
"110",0.0538990590344181
"111",0.024123536591702
"112",0.0341379219189565
"113",0.0387650899294795
"114",0.0341760817055135
"115",0.0315388295177207
"116",0.0249280359641831
"117",0.0675250363709136
"118",0.0172946069596235
"119",0.031020174975811
"120",0.0192805935192131
"121",0.0360059714091309
"122",0.0673351560447824
"123",0.0206812189664054
"124",0.0473648332075281
"125",0.035858050157197
"126",0.028421461297805
"127",0.0485254710556765
"128",0.0341420924038655
"129",0.0183749208572766
"130",0.00970930006847729
"131",0.0234438277228084
"132",0.0270419787907852
"133",0.0146288493762487
"134",0.0343466982554619
"135",0.0198159942749442
"136",0.0266799333373479
"137",0.0252850764318419
"138",0.0153725017921105
"139",0.0169526620005737
"140",0.0388088015447503
"141",0.0584016598921833
"142",0.0195860446587801
"143",0.0385940081190303
"144",0.0308103992658228
"145",0.0167784731787553
"146",0.00972516951445296
"147",0.0227892923010357
"148",0.0156633522871533
"149",0.0189537235125634
"150",0.0325741161757691
"151",0.107711764942471
"152",0.0243468958403976
"153",0.0571827108895047
"154",0.0312674452122058
"155",0.14054159668715
"156",0.0409345000190608
"157",0.00435818622066104
"158",0.0290801627915703
"159",0.0196108469239252
"160",0.114495101592934
"161",0.0205396089029695
"162",0.0217927732719086
"163",0.0263005666908009
"164",0.134952159667831
"165",0.0360812180169863
"166",0.102732269649341
"167",0.103040783244587
"168",0.0820627439544713
